|dates|Putnam_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_NewYork_UnitedStates.Male_Total_Population.data|Putnam_NewYork_UnitedStates.Male_Total_Population.missing|Putnam_NewYork_UnitedStates.Female_Total_Population.data|Putnam_NewYork_UnitedStates.Female_Total_Population.missing|Putnam_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17169.0|0|49406.0|0|49486.0|0|19590.0|0
