|dates|Floyd_Indiana_UnitedStates.BLS_EmployedPopulation.data|Floyd_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Floyd_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Floyd_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Floyd_Indiana_UnitedStates.BLS_UnemploymentRate.data|Floyd_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Floyd_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Floyd_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-02|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-03|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-04|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-05|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-06|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-07|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-08|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-09|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-10|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-11|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-12|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-13|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-14|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-15|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-16|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-17|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-18|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-19|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-20|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-21|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-22|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-23|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-24|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-25|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-26|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-27|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-28|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-29|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-30|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-01-31|40655.0|0|1385.5|0|3.295631593344513|0|42040.5|0
0|2020-02-01|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-02|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-03|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-04|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-05|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-06|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-07|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-08|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-09|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
0|2020-02-10|40772.0|0|1310.0|0|3.112969915878523|0|42082.0|0
