|dates|Jefferson_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Washington_UnitedStates.Male_Total_Population.data|Jefferson_Washington_UnitedStates.Male_Total_Population.missing|Jefferson_Washington_UnitedStates.Female_Total_Population.data|Jefferson_Washington_UnitedStates.Female_Total_Population.missing|Jefferson_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11693.0|0|15528.0|0|16201.0|0|3754.0|0
