|dates|Rusk_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rusk_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rusk_Texas_UnitedStates.Male_Total_Population.data|Rusk_Texas_UnitedStates.Male_Total_Population.missing|Rusk_Texas_UnitedStates.Female_Total_Population.data|Rusk_Texas_UnitedStates.Female_Total_Population.missing|Rusk_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Rusk_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9027.0|0|29363.0|0|25087.0|0|12111.0|0
