|dates|Cache_Utah_UnitedStates.AveragePrecipitationTotal.data|Cache_Utah_UnitedStates.AveragePrecipitationTotal.missing|Cache_Utah_UnitedStates.AveragePrecipitation.data|Cache_Utah_UnitedStates.AveragePrecipitation.missing|Cache_Utah_UnitedStates.AverageWindDirection.data|Cache_Utah_UnitedStates.AverageWindDirection.missing|Cache_Utah_UnitedStates.AverageWindSpeed.data|Cache_Utah_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|77.91666666666667|0|2.0416666666666665|0
