|dates|Johnson_Indiana_UnitedStates.AveragePrecipitationTotal.data|Johnson_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Johnson_Indiana_UnitedStates.AveragePrecipitation.data|Johnson_Indiana_UnitedStates.AveragePrecipitation.missing|Johnson_Indiana_UnitedStates.AverageWindDirection.data|Johnson_Indiana_UnitedStates.AverageWindDirection.missing|Johnson_Indiana_UnitedStates.AverageWindSpeed.data|Johnson_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|215.41666666666666|0|12.854166666666666|0
0|2020-01-02|0.0|0|0.013124999999999998|0|179.23611111111111|0|11.364583333333334|0
0|2020-01-03|0.007916666666666667|0|0.015819444444444445|0|216.99305555555554|0|4.047916666666667|0
0|2020-01-04|0.0010416666666666667|0|0.0010416666666666667|0|292.98611111111114|0|11.4375|0
0|2020-01-05|0.0|0|0.0|0|234.7222222222222|0|12.208333333333334|0
0|2020-01-06|0.0|0|0.0|0|193.75|0|5.666666666666667|0
0|2020-01-07|0.0|0|0.0|0|180.83333333333334|0|8.0|0
0|2020-01-08|0.0|0|0.0|0|180.83333333333334|0|8.916666666666666|0
0|2020-01-09|0.0|0|0.0|0|156.25|0|14.041666666666666|0
0|2020-01-10|0.0425|0|0.06138888888888889|0|166.73611111111111|0|13.111111111111109|0
0|2020-01-11|0.03|0|0.04795138888888889|0|225.9722222222222|0|15.447916666666666|0
0|2020-01-12|0.03145833333333333|0|0.0|0|182.74305555555557|0|7.322916666666667|0
0|2020-01-13|0.0|0|0.0|0|156.875|0|6.75|0
0|2020-01-14|0.0|0|0.0|0|163.92361111111111|0|6.361111111111111|0
0|2020-01-15|0.0|0|0.0|0|176.59722222222226|0|7.89513888888889|0
0|2020-01-16|0.0|0|0.0|0|293.5416666666667|0|12.5625|0
0|2020-01-17|0.0|0|0.0008333333333333334|0|87.08333333333333|0|12.0|0
0|2020-01-18|0.020833333333333332|0|0.036305555555555556|0|202.5|0|18.035416666666666|0
0|2020-01-19|0.02|0|0.0|0|281.81944444444446|0|14.799999999999999|0
0|2020-01-20|0.0|0|0.0|0|244.375|0|5.6875|0
0|2020-01-21|0.0|0|0.0|0|116.04166666666667|0|4.041666666666667|0
0|2020-01-22|0.0|0|0.0|0|158.75|0|8.541666666666666|0
0|2020-01-23|0.0|0|0.0007638888888888889|0|137.56944444444443|0|9.770833333333334|0
0|2020-01-24|0.004166666666666667|0|0.008222222222222223|0|172.5|0|7.995833333333334|0
0|2020-01-25|0.0075|0|0.0003333333333333333|0|235.01388888888889|0|12.002083333333333|0
0|2020-01-26|0.0008333333333333334|0|0.0|0|221.66666666666666|0|7.652777777777778|0
0|2020-01-27|0.0|0|0.0|0|273.8888888888889|0|5.121527777777778|0
0|2020-01-28|0.0|0|0.0|0|211.59722222222226|0|3.7361111111111107|0
0|2020-01-29|0.0|0|0.0|0|52.5|0|5.270833333333333|0
0|2020-01-30|0.0|0|0.0|0|59.375|0|4.104166666666667|0
0|2020-01-31|0.0|0|0.001423611111111111|0|74.27083333333333|0|4.423611111111111|0
0|2020-02-01|0.0020833333333333333|0|0.0|0|190.48611111111111|0|9.1875|0
0|2020-02-02|0.0|0|0.0|0|224.16666666666666|0|13.145833333333334|0
0|2020-02-03|0.0|0|0.0|0|179.58333333333334|0|11.958333333333334|0
0|2020-02-04|0.0|0|0.012013888888888892|0|152.70833333333334|0|12.114583333333336|0
0|2020-02-05|0.015833333333333335|0|0.006291666666666667|0|56.02777777777777|0|13.422916666666666|0
0|2020-02-06|0.002777777777777778|0|0.001736111111111111|0|217.11805555555554|0|9.118055555555555|0
0|2020-02-07|0.0020833333333333333|0|0.0|0|268.6805555555556|0|9.04513888888889|0
0|2020-02-08|0.0|0|0.0002777777777777778|0|221.54166666666666|0|8.70138888888889|0
0|2020-02-09|0.0004166666666666667|0|0.025625|0|156.5972222222222|0|10.145833333333334|0
0|2020-02-10|0.013055555555555555|0|0.00857638888888889|0|258.78472222222223|0|8.135416666666666|0
0|2020-02-11|0.00125|0|0.0|0|278.3333333333333|0|6.3125|0
0|2020-02-12|0.0|0|0.013854166666666666|0|114.34722222222221|0|5.8812500000000005|0
0|2020-02-13|0.005|0|0.0016666666666666668|0|265.93750000000006|0|12.770833333333334|0
0|2020-02-14|0.0|0|0.0|0|192.70833333333334|0|6.708333333333333|0
0|2020-02-15|0.0|0|0.0|0|174.16666666666666|0|11.083333333333334|0
0|2020-02-16|0.0|0|0.0|0|119.16666666666667|0|3.9166666666666665|0
0|2020-02-17|0.0|0|0.0004166666666666667|0|122.08333333333333|0|9.791666666666666|0
0|2020-02-18|0.000625|0|0.0005555555555555556|0|284.1666666666667|0|9.854166666666666|0
0|2020-02-19|0.0|0|0.0|0|203.33333333333334|0|6.166666666666667|0
0|2020-02-20|0.0|0|0.0|0|172.08333333333334|0|10.541666666666666|0
0|2020-02-21|0.0|0|0.0|0|193.33333333333334|0|5.625|0
0|2020-02-22|0.0|0|0.0|0|200.83333333333334|0|8.625|0
0|2020-02-23|0.0|0|0.0|0|183.33333333333334|0|9.458333333333334|0
0|2020-02-24|0.0|0|0.012673611111111113|0|140.14583333333334|0|8.464583333333334|0
0|2020-02-25|0.017083333333333332|0|0.002847222222222222|0|44.583333333333336|0|9.188888888888888|0
0|2020-02-26|0.00375|0|0.0034583333333333337|0|211.79166666666666|0|12.610416666666666|0
0|2020-02-27|0.005416666666666667|0|0.0001388888888888889|0|272.22222222222223|0|13.8125|0
0|2020-02-28|0.0004166666666666667|0|0.0006666666666666666|0|296.5694444444444|0|9.977380952380953|0
0|2020-02-29|0.0008333333333333334|0|0.0|0|241.66666666666666|0|7.791666666666667|0
0|2020-03-01|0.0|0|0.0004166666666666667|0|175.0|0|12.708333333333334|0
0|2020-03-02|0.0033333333333333335|0|0.0063194444444444435|0|201.9791666666667|0|8.666666666666666|0
0|2020-03-03|0.005694444444444444|0|0.009166666666666668|0|236.56944444444443|0|11.527083333333332|0
0|2020-03-04|0.0008333333333333334|0|0.0|0|226.66666666666666|0|10.333333333333334|0
0|2020-03-05|0.0|0|0.0|0|177.08333333333334|0|9.375|0
0|2020-03-06|0.0004166666666666667|0|0.0004166666666666667|0|309.7916666666667|0|16.743055555555554|0
0|2020-03-07|0.0|0|0.0|0|146.66666666666666|0|4.791666666666667|0
0|2020-03-08|0.0|0|0.0|0|178.33333333333334|0|11.5|0
0|2020-03-09|0.0|0|0.000625|0|183.54166666666666|0|16.333333333333332|0
0|2020-03-10|0.004652777777777778|0|0.017013888888888887|0|254.0972222222222|0|12.052083333333334|0
0|2020-03-11|0.0|0|0.0|0|120.34722222222223|0|3.534722222222222|0
0|2020-03-12|0.0|0|0.0027083333333333334|0|129.375|0|8.784722222222223|0
0|2020-03-13|0.002916666666666667|0|0.0|0|276.6666666666667|0|12.041666666666666|0
0|2020-03-14|0.0|0|0.01024702380952381|0|41.63492063492063|0|8.41031746031746|0
0|2020-03-15|0.0075|0|0.0|0|48.229166666666664|0|10.114583333333334|0
0|2020-03-16|0.0|0|0.0014583333333333334|0|128.54166666666666|0|5.208333333333333|0
0|2020-03-17|0.0004166666666666667|0|0.0|0|229.20138888888889|0|7.2569444444444455|0
0|2020-03-18|0.0|0|0.014340277777777778|0|145.79861111111111|0|7.760416666666667|0
0|2020-03-19|0.005694444444444444|0|0.035277777777777776|0|153.99305555555557|0|10.489583333333334|0
0|2020-03-20|0.044375|0|0.02378472222222222|0|285.1736111111111|0|17.95138888888889|0
0|2020-03-21|0.0|0|0.0|0|85.91666666666667|0|9.302777777777779|0
0|2020-03-22|0.0|0|0.007083333333333334|0|71.66666666666667|0|8.625|0
0|2020-03-23|0.0075|0|0.0003125|0|192.8125|0|5.385416666666667|0
0|2020-03-24|0.0|0|0.004166666666666667|0|81.11111111111111|0|8.847222222222223|0
0|2020-03-25|0.004166666666666667|0|0.0|0|131.5972222222222|0|5.5381944444444455|0
0|2020-03-26|0.0|0|0.0|0|141.73611111111111|0|8.965277777777777|0
0|2020-03-27|0.0018055555555555557|0|0.011250000000000001|0|85.55555555555556|0|9.541666666666666|0
0|2020-03-28|0.012499999999999999|0|0.015625|0|179.8263888888889|0|9.211805555555555|0
0|2020-03-29|0.023749999999999997|0|0.0|0|227.5|0|20.375|0
0|2020-03-30|0.0|0|0.0|0|240.41666666666666|0|15.333333333333334|0
0|2020-03-31|0.0|0|0.0002777777777777778|0|189.83333333333334|0|7.875|0
0|2020-04-01|0.0004166666666666667|0|0.0|0|272.0625|0|7.229166666666667|0
0|2020-04-02|0.0|0|0.0|0|20.13888888888889|0|2.261111111111111|0
0|2020-04-03|0.0|0|0.0|0|105.83333333333333|0|4.541666666666667|0
0|2020-04-04|0.0|0|0.0|0|225.3472222222222|0|7.458333333333333|0
0|2020-04-05|0.002916666666666667|0|0.0025|0|107.56944444444444|0|7.371527777777778|0
0|2020-04-06|0.0|0|0.0|0|112.3611111111111|0|5.583333333333333|0
0|2020-04-07|0.0|0|0.0|0|214.16666666666666|0|11.166666666666666|0
0|2020-04-08|0.0|0|0.0071805555555555555|0|228.13888888888889|0|9.193055555555556|0
0|2020-04-09|0.01375|0|0.0|0|290.34722222222223|0|17.88888888888889|0
0|2020-04-10|0.0|0|0.0|0|280.0|0|11.958333333333334|0
0|2020-04-11|0.0|0|0.0008333333333333334|0|183.33333333333334|0|9.75|0
0|2020-04-12|0.005833333333333334|0|0.005625000000000001|0|149.72222222222223|0|11.75|0
0|2020-04-13|0.0008333333333333334|0|0.0|0|264.375|0|14.381944444444445|0
0|2020-04-14|0.0|0|0.0|0|260.4166666666667|0|9.458333333333334|0
0|2020-04-15|0.0|0|0.0|0|211.875|0|11.916666666666666|0
0|2020-04-16|0.0|0|0.0|0|242.08333333333334|0|7.916666666666667|0
0|2020-04-17|0.00125|0|0.009722222222222222|0|188.2986111111111|0|11.649305555555557|0
0|2020-04-18|0.009166666666666667|0|0.0|0|226.04166666666666|0|8.375|0
0|2020-04-19|0.0|0|0.0|0|186.66666666666666|0|8.125|0
0|2020-04-20|0.0|0|0.0|0|137.5|0|8.541666666666666|0
0|2020-04-21|0.0008333333333333334|0|0.0008333333333333334|0|289.1666666666667|0|15.583333333333334|0
0|2020-04-22|0.0|0|0.0|0|166.25|0|8.708333333333334|0
