|dates|Madison_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Madison_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Madison_Arkansas_UnitedStates.Male_Total_Population.data|Madison_Arkansas_UnitedStates.Male_Total_Population.missing|Madison_Arkansas_UnitedStates.Female_Total_Population.data|Madison_Arkansas_UnitedStates.Female_Total_Population.missing|Madison_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Madison_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3143.0|0|8229.0|0|8252.0|0|3904.0|0
