|dates|St.Mary_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Mary_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Mary_Louisiana_UnitedStates.Male_Total_Population.data|St.Mary_Louisiana_UnitedStates.Male_Total_Population.missing|St.Mary_Louisiana_UnitedStates.Female_Total_Population.data|St.Mary_Louisiana_UnitedStates.Female_Total_Population.missing|St.Mary_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|St.Mary_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8242.0|0|24545.0|0|25229.0|0|11865.0|0
