|dates|Venango_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Venango_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Venango_Pennsylvania_UnitedStates.Male_Total_Population.data|Venango_Pennsylvania_UnitedStates.Male_Total_Population.missing|Venango_Pennsylvania_UnitedStates.Female_Total_Population.data|Venango_Pennsylvania_UnitedStates.Female_Total_Population.missing|Venango_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Venango_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11495.0|0|25342.0|0|25924.0|0|9962.0|0
