|dates|Nassau_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nassau_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nassau_Florida_UnitedStates.Male_Total_Population.data|Nassau_Florida_UnitedStates.Male_Total_Population.missing|Nassau_Florida_UnitedStates.Female_Total_Population.data|Nassau_Florida_UnitedStates.Female_Total_Population.missing|Nassau_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Nassau_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19042.0|0|42254.0|0|43578.0|0|16943.0|0
