|dates|Butler_Kansas_UnitedStates.AveragePrecipitationTotal.data|Butler_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Butler_Kansas_UnitedStates.AveragePrecipitation.data|Butler_Kansas_UnitedStates.AveragePrecipitation.missing|Butler_Kansas_UnitedStates.AverageWindDirection.data|Butler_Kansas_UnitedStates.AverageWindDirection.missing|Butler_Kansas_UnitedStates.AverageWindSpeed.data|Butler_Kansas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|195.83333333333334|0|15.083333333333334|0
0|2020-01-02|0.0|0|0.0|0|202.8125|0|6.567708333333333|0
0|2020-01-03|0.0|0|0.0|0|312.8645833333333|0|10.130208333333334|0
0|2020-01-04|0.0|0|0.0|0|246.66666666666666|0|8.03125|0
0|2020-01-05|0.0|0|0.0|0|213.64583333333334|0|10.4375|0
0|2020-01-06|0.0|0|0.0|0|177.29166666666666|0|7.25|0
0|2020-01-07|0.0|0|0.0|0|210.0|0|7.791666666666667|0
0|2020-01-08|0.0|0|0.0|0|160.72916666666666|0|16.0|0
0|2020-01-09|0.0|0|0.0|0|174.6875|0|15.739583333333334|0
0|2020-01-10|0.0|0|0.0|0|201.77083333333334|0|16.5625|0
0|2020-01-11|0.0|0|0.0|0|275.0|0|13.510416666666666|0
0|2020-01-12|0.0|0|0.0|0|131.04166666666666|0|8.59375|0
0|2020-01-13|0.0|0|0.0|0|161.14583333333334|0|12.770833333333334|0
0|2020-01-14|0.0|0|0.0|0|114.58333333333333|0|9.489583333333334|0
0|2020-01-15|0.0|0|0.0|0|169.375|0|15.729166666666666|0
0|2020-01-16|0.0|0|0.0|0|54.6875|0|12.90625|0
0|2020-01-17|0.0|0|0.0|0|154.89583333333334|0|14.817708333333334|0
0|2020-01-18|0.0|0|0.0|0|308.75|0|13.71875|0
0|2020-01-19|0.0|0|0.0|0|142.8125|0|7.302083333333333|0
0|2020-01-20|0.0|0|0.0|0|53.75|0|4.604166666666667|0
0|2020-01-21|0.0|0|0.0|0|141.35416666666666|0|11.239583333333334|0
0|2020-01-22|0.0|0|0.0|0|179.6875|0|15.333333333333334|0
0|2020-01-23|0.0|0|0.0|0|298.2291666666667|0|12.875|0
0|2020-01-24|0.0|0|0.0|0|307.7083333333333|0|10.947916666666666|0
0|2020-01-25|0.0|0|0.0|0|92.29166666666667|0|4.489583333333333|0
0|2020-01-26|0.0|0|0.0|0|103.54166666666667|0|2.2708333333333335|0
0|2020-01-27|0.0|0|0.0|0|66.5625|0|7.359375|0
0|2020-01-28|0.0|0|0.0|0|41.458333333333336|0|11.59375|0
0|2020-01-29|0.0|0|0.0|0|101.77083333333333|0|5.385416666666667|0
0|2020-01-30|0.0|0|0.0|0|145.0|0|4.8125|0
0|2020-01-31|0.0|0|0.0|0|223.95833333333334|0|6.5|0
0|2020-02-01|0.0|0|0.0|0|167.39583333333334|0|6.020833333333333|0
0|2020-02-02|0.0|0|0.0|0|237.39583333333334|0|8.041666666666666|0
0|2020-02-03|0.0|0|0.0|0|231.875|0|15.489583333333334|0
0|2020-02-04|0.0|0|0.0|0|43.645833333333336|0|15.302083333333334|0
0|2020-02-05|0.0|0|0.0|0|80.625|0|10.53125|0
0|2020-02-06|0.0|0|0.0|0|168.33333333333334|0|4.395833333333333|0
0|2020-02-07|0.0|0|0.0|0|169.53125|0|7.505208333333333|0
0|2020-02-08|0.0|0|0.0|0|149.79166666666666|0|10.020833333333334|0
0|2020-02-09|0.0|0|0.0|0|149.16666666666666|0|15.869791666666666|0
0|2020-02-10|0.0|0|0.0|0|37.291666666666664|0|7.8125|0
0|2020-02-11|0.0|0|0.0|0|86.04166666666667|0|6.302083333333333|0
0|2020-02-12|0.0|0|0.0|0|184.73958333333334|0|5.791666666666667|0
0|2020-02-13|0.0|0|0.0|0|190.0|0|12.104166666666666|0
