|dates|St.Croix_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|St.Croix_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|St.Croix_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|St.Croix_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|St.Croix_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|St.Croix_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|St.Croix_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|St.Croix_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
