|dates|Cumberland_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cumberland_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cumberland_Tennessee_UnitedStates.Male_Total_Population.data|Cumberland_Tennessee_UnitedStates.Male_Total_Population.missing|Cumberland_Tennessee_UnitedStates.Female_Total_Population.data|Cumberland_Tennessee_UnitedStates.Female_Total_Population.missing|Cumberland_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Cumberland_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18307.0|0|29067.0|0|30606.0|0|10445.0|0
