|dates|Rush_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rush_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rush_Kansas_UnitedStates.Male_Total_Population.data|Rush_Kansas_UnitedStates.Male_Total_Population.missing|Rush_Kansas_UnitedStates.Female_Total_Population.data|Rush_Kansas_UnitedStates.Female_Total_Population.missing|Rush_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Rush_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|768.0|0|1588.0|0|1505.0|0|646.0|0
