|dates|Ouachita_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ouachita_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ouachita_Louisiana_UnitedStates.Male_Total_Population.data|Ouachita_Louisiana_UnitedStates.Male_Total_Population.missing|Ouachita_Louisiana_UnitedStates.Female_Total_Population.data|Ouachita_Louisiana_UnitedStates.Female_Total_Population.missing|Ouachita_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Ouachita_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22847.0|0|74050.0|0|80425.0|0|38427.0|0
