|dates|Clark_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_Missouri_UnitedStates.Male_Total_Population.data|Clark_Missouri_UnitedStates.Male_Total_Population.missing|Clark_Missouri_UnitedStates.Female_Total_Population.data|Clark_Missouri_UnitedStates.Female_Total_Population.missing|Clark_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1423.0|0|3495.0|0|3347.0|0|1565.0|0
