|dates|Saluda_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Saluda_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Saluda_SouthCarolina_UnitedStates.Male_Total_Population.data|Saluda_SouthCarolina_UnitedStates.Male_Total_Population.missing|Saluda_SouthCarolina_UnitedStates.Female_Total_Population.data|Saluda_SouthCarolina_UnitedStates.Female_Total_Population.missing|Saluda_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Saluda_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4060.0|0|10416.0|0|10128.0|0|4450.0|0
