|dates|Edgefield_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Edgefield_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Edgefield_SouthCarolina_UnitedStates.Male_Total_Population.data|Edgefield_SouthCarolina_UnitedStates.Male_Total_Population.missing|Edgefield_SouthCarolina_UnitedStates.Female_Total_Population.data|Edgefield_SouthCarolina_UnitedStates.Female_Total_Population.missing|Edgefield_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Edgefield_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5074.0|0|14524.0|0|12528.0|0|4894.0|0
