|dates|Pleasants_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pleasants_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pleasants_WestVirginia_UnitedStates.Male_Total_Population.data|Pleasants_WestVirginia_UnitedStates.Male_Total_Population.missing|Pleasants_WestVirginia_UnitedStates.Female_Total_Population.data|Pleasants_WestVirginia_UnitedStates.Female_Total_Population.missing|Pleasants_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Pleasants_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1436.0|0|4083.0|0|3424.0|0|1397.0|0
