|dates|Missaukee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Missaukee_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Missaukee_Michigan_UnitedStates.Male_Total_Population.data|Missaukee_Michigan_UnitedStates.Male_Total_Population.missing|Missaukee_Michigan_UnitedStates.Female_Total_Population.data|Missaukee_Michigan_UnitedStates.Female_Total_Population.missing|Missaukee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Missaukee_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3099.0|0|7682.0|0|7431.0|0|3474.0|0
