|dates|Sumter_Georgia_UnitedStates.BLS_EmployedPopulation.data|Sumter_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Sumter_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Sumter_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Sumter_Georgia_UnitedStates.BLS_UnemploymentRate.data|Sumter_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Sumter_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Sumter_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-02|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-03|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-04|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-05|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-06|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-07|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-08|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-09|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-10|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-11|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-12|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-13|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-14|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-15|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-16|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-17|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-18|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-19|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-20|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-21|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-22|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-23|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-24|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-25|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-26|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-27|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-28|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-29|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-30|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-01-31|12352.5|0|679.0|0|5.210451598050876|0|13031.5|0
0|2020-02-01|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-02|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-03|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-04|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-05|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-06|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-07|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-08|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-09|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-10|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-11|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-12|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-13|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-14|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-15|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-16|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-17|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-18|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-19|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-20|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-21|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-22|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-23|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-24|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-25|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-26|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-27|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-28|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-02-29|12427.0|0|628.0|0|4.810417464572961|0|13055.0|0
0|2020-03-01|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-02|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-03|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-04|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-05|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-06|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-07|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-08|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-09|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-10|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-11|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-12|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
0|2020-03-13|12365.0|0|729.0|0|5.567435466625936|0|13094.0|0
