|dates|Richmond_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richmond_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richmond_Georgia_UnitedStates.Male_Total_Population.data|Richmond_Georgia_UnitedStates.Male_Total_Population.missing|Richmond_Georgia_UnitedStates.Female_Total_Population.data|Richmond_Georgia_UnitedStates.Female_Total_Population.missing|Richmond_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Richmond_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28342.0|0|97624.0|0|103930.0|0|46063.0|0
