|dates|Montezuma_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montezuma_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montezuma_Colorado_UnitedStates.Male_Total_Population.data|Montezuma_Colorado_UnitedStates.Male_Total_Population.missing|Montezuma_Colorado_UnitedStates.Female_Total_Population.data|Montezuma_Colorado_UnitedStates.Female_Total_Population.missing|Montezuma_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Montezuma_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5785.0|0|12901.0|0|13257.0|0|5756.0|0
