|dates|Blount_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Blount_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Blount_Tennessee_UnitedStates.Male_Total_Population.data|Blount_Tennessee_UnitedStates.Male_Total_Population.missing|Blount_Tennessee_UnitedStates.Female_Total_Population.data|Blount_Tennessee_UnitedStates.Female_Total_Population.missing|Blount_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Blount_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26575.0|0|63707.0|0|67642.0|0|26559.0|0
