|dates|Washtenaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washtenaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washtenaw_Michigan_UnitedStates.Male_Total_Population.data|Washtenaw_Michigan_UnitedStates.Male_Total_Population.missing|Washtenaw_Michigan_UnitedStates.Female_Total_Population.data|Washtenaw_Michigan_UnitedStates.Female_Total_Population.missing|Washtenaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Washtenaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51377.0|0|184083.0|0|186880.0|0|68932.0|0
