|dates|Marathon_Wisconsin_UnitedStates.AveragePrecipitationTotal.data|Marathon_Wisconsin_UnitedStates.AveragePrecipitationTotal.missing|Marathon_Wisconsin_UnitedStates.AveragePrecipitation.data|Marathon_Wisconsin_UnitedStates.AveragePrecipitation.missing|Marathon_Wisconsin_UnitedStates.AverageWindDirection.data|Marathon_Wisconsin_UnitedStates.AverageWindDirection.missing|Marathon_Wisconsin_UnitedStates.AverageWindSpeed.data|Marathon_Wisconsin_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|271.6666666666667|0|12.25|0
