|dates|DeafSmith_Texas_UnitedStates.BLS_EmployedPopulation.data|DeafSmith_Texas_UnitedStates.BLS_EmployedPopulation.missing|DeafSmith_Texas_UnitedStates.BLS_UnemployedPopulation.data|DeafSmith_Texas_UnitedStates.BLS_UnemployedPopulation.missing|DeafSmith_Texas_UnitedStates.BLS_UnemploymentRate.data|DeafSmith_Texas_UnitedStates.BLS_UnemploymentRate.missing|DeafSmith_Texas_UnitedStates.BLS_LaborForcePopulation.data|DeafSmith_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-02|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-03|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-04|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-05|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-06|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-07|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-08|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-09|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-10|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-11|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-12|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-13|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-14|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-15|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-16|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-17|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-18|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-19|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-20|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-21|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-22|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-23|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-24|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-25|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-26|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-27|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-28|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-29|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-30|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-01-31|8221.5|0|233.5|0|2.761679479597871|0|8455.0|0
0|2020-02-01|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-02|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-03|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-04|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-05|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-06|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-07|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-08|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-09|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-10|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-11|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-12|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-13|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-14|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-15|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-16|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-17|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-18|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-19|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-20|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-21|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-22|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-23|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-24|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-25|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-26|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-27|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-28|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-02-29|8370.5|0|235.0|0|2.730811690198129|0|8605.5|0
0|2020-03-01|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-02|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-03|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-04|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-05|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-06|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-07|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-08|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-09|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-10|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-11|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-12|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-13|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-14|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-15|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-16|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-17|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-18|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-19|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-20|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-21|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-22|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-23|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-24|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-25|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-26|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-27|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-28|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-29|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-30|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-03-31|8235.5|0|323.5|0|3.7796471550414767|0|8559.0|0
0|2020-04-01|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-02|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-03|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-04|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-05|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-06|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-07|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-08|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-09|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-10|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-11|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-12|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-13|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-14|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-15|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-16|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-17|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-18|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-19|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-20|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-21|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-22|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-23|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-24|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-25|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-26|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-27|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-28|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-29|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-04-30|7427.0|0|340.0|0|4.37749452813184|0|7767.0|0
0|2020-05-01|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-02|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-03|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-04|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-05|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-06|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-07|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-08|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-09|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-10|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-11|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-12|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-13|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-14|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-15|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-16|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-17|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-18|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-19|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-20|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-21|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-22|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-23|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-24|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-25|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-26|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-27|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-28|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-29|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-30|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-05-31|7916.0|0|327.0|0|3.9670023049860488|0|8243.0|0
0|2020-06-01|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-02|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-03|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-04|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-05|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-06|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-07|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-08|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-09|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-10|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-11|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-12|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-13|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-14|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-15|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-16|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-17|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-18|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-19|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-20|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-21|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-22|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-23|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-24|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-25|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-26|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-27|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-28|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-29|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-06-30|8244.0|0|364.0|0|4.228624535315985|0|8608.0|0
0|2020-07-01|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-02|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-03|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-04|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-05|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-06|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-07|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-08|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-09|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-10|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-11|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-12|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-13|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-14|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-15|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-16|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-17|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-18|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-19|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-20|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-21|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-22|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-23|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-24|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-25|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-26|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-27|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-28|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-29|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-30|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-07-31|8279.0|0|352.0|0|4.078322326497509|0|8631.0|0
0|2020-08-01|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-02|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-03|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-04|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-05|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-06|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-07|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-08|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-09|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-10|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-11|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-12|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-13|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-14|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-15|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-16|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-17|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-18|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-19|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-20|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-21|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-22|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-23|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-24|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-25|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-26|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-27|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-28|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-29|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-30|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-08-31|8610.0|0|263.0|0|2.964048236222247|0|8873.0|0
0|2020-09-01|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-02|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-03|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-04|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-05|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-06|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-07|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-08|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-09|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-10|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-11|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-12|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-13|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-14|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-15|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-16|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-17|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-18|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-19|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-20|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-21|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-22|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-23|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-24|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-25|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-26|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-27|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-28|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-29|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-09-30|8192.0|0|305.0|0|3.5895021772390256|0|8497.0|0
0|2020-10-01|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-02|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-03|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-04|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-05|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-06|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-07|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-08|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-09|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-10|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-11|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-12|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-13|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-14|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-15|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-16|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-17|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-18|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-19|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-20|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-21|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-22|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-23|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-24|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-25|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-26|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-27|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-28|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-29|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-30|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-10-31|8469.0|0|313.0|0|3.5641084035527215|0|8782.0|0
0|2020-11-01|8197.0|0|335.0|0|3.9263947491795594|0|8532.0|0
0|2020-11-02|8197.0|0|335.0|0|3.9263947491795594|0|8532.0|0
0|2020-11-03|8197.0|0|335.0|0|3.9263947491795594|0|8532.0|0
0|2020-11-04|8197.0|0|335.0|0|3.9263947491795594|0|8532.0|0
0|2020-11-05|8197.0|0|335.0|0|3.9263947491795594|0|8532.0|0
0|2020-11-06|8197.0|0|335.0|0|3.9263947491795594|0|8532.0|0
