|dates|Union_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Union_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Union_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Union_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Union_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Union_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Union_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Union_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-02|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-03|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-04|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-05|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-06|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-07|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-08|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-09|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-10|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-11|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-12|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-13|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-14|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-15|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-16|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-17|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-18|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-19|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-20|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-21|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-22|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-23|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-24|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-25|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-26|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-27|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-28|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-29|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-30|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-01-31|7332.0|0|333.0|0|4.344422700587084|0|7665.0|0
0|2020-02-01|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-02|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-03|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-04|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-05|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-06|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-07|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-08|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-09|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-10|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-11|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-12|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-13|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-14|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-15|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-16|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-17|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-18|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-19|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-20|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-21|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-22|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-23|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-24|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-25|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
0|2020-02-26|7384.0|0|330.0|0|4.277936219859995|0|7714.0|0
