|dates|Weber_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Weber_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Weber_Utah_UnitedStates.Male_Total_Population.data|Weber_Utah_UnitedStates.Male_Total_Population.missing|Weber_Utah_UnitedStates.Female_Total_Population.data|Weber_Utah_UnitedStates.Female_Total_Population.missing|Weber_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Weber_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29897.0|0|129008.0|0|127351.0|0|72484.0|0
