|dates|Anoka_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anoka_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anoka_Minnesota_UnitedStates.Male_Total_Population.data|Anoka_Minnesota_UnitedStates.Male_Total_Population.missing|Anoka_Minnesota_UnitedStates.Female_Total_Population.data|Anoka_Minnesota_UnitedStates.Female_Total_Population.missing|Anoka_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Anoka_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|49712.0|0|176976.0|0|176837.0|0|84396.0|0
