|dates|Unassigned_Michigan_UnitedStates.AveragePrecipitationTotal.data|Unassigned_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Unassigned_Michigan_UnitedStates.AveragePrecipitation.data|Unassigned_Michigan_UnitedStates.AveragePrecipitation.missing|Unassigned_Michigan_UnitedStates.AverageWindDirection.data|Unassigned_Michigan_UnitedStates.AverageWindDirection.missing|Unassigned_Michigan_UnitedStates.AverageWindSpeed.data|Unassigned_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
