|dates|Fayette_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fayette_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fayette_Indiana_UnitedStates.Male_Total_Population.data|Fayette_Indiana_UnitedStates.Male_Total_Population.missing|Fayette_Indiana_UnitedStates.Female_Total_Population.data|Fayette_Indiana_UnitedStates.Female_Total_Population.missing|Fayette_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Fayette_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4700.0|0|11381.0|0|11666.0|0|4974.0|0
