|dates|Stark_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stark_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stark_Ohio_UnitedStates.Male_Total_Population.data|Stark_Ohio_UnitedStates.Male_Total_Population.missing|Stark_Ohio_UnitedStates.Female_Total_Population.data|Stark_Ohio_UnitedStates.Female_Total_Population.missing|Stark_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Stark_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|72293.0|0|180539.0|0|191035.0|0|79684.0|0
