|dates|Bennington_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bennington_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bennington_Vermont_UnitedStates.Male_Total_Population.data|Bennington_Vermont_UnitedStates.Male_Total_Population.missing|Bennington_Vermont_UnitedStates.Female_Total_Population.data|Bennington_Vermont_UnitedStates.Female_Total_Population.missing|Bennington_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Bennington_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8162.0|0|17363.0|0|18268.0|0|6756.0|0
