|dates|Clay_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_NorthCarolina_UnitedStates.Male_Total_Population.data|Clay_NorthCarolina_UnitedStates.Male_Total_Population.missing|Clay_NorthCarolina_UnitedStates.Female_Total_Population.data|Clay_NorthCarolina_UnitedStates.Female_Total_Population.missing|Clay_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3464.0|0|5435.0|0|5704.0|0|1924.0|0
