|dates|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|RogerMills_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|RogerMills_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|427.0|0|0.0|100|12.0|0|0.0|100
