|dates|Benewah_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benewah_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benewah_Idaho_UnitedStates.Male_Total_Population.data|Benewah_Idaho_UnitedStates.Male_Total_Population.missing|Benewah_Idaho_UnitedStates.Female_Total_Population.data|Benewah_Idaho_UnitedStates.Female_Total_Population.missing|Benewah_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Benewah_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2073.0|0|4718.0|0|4508.0|0|2084.0|0
