|dates|McPherson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McPherson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McPherson_Kansas_UnitedStates.Male_Total_Population.data|McPherson_Kansas_UnitedStates.Male_Total_Population.missing|McPherson_Kansas_UnitedStates.Female_Total_Population.data|McPherson_Kansas_UnitedStates.Female_Total_Population.missing|McPherson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|McPherson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5660.0|0|13992.0|0|14545.0|0|6538.0|0
