|dates|McKean_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|McKean_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|McKean_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|McKean_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|McKean_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|McKean_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|McKean_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|McKean_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-02|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-03|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-04|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-05|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-06|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-07|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-08|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-09|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-10|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-11|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-12|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-13|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-14|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-15|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-16|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-17|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-18|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-19|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-20|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-21|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-22|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-23|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-24|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-25|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-26|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-27|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-28|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-29|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-30|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-01-31|16235.0|0|1217.5|0|6.976077925798596|0|17452.5|0
0|2020-02-01|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-02|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-03|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-04|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-05|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-06|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-07|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-08|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-09|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-10|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-11|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-12|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-13|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-14|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-15|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-16|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-17|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-18|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-19|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-20|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-21|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-22|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-23|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-24|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-25|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-26|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-27|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-28|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-02-29|16215.0|0|1264.5|0|7.234188620955977|0|17479.5|0
0|2020-03-01|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-02|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-03|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-04|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-05|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-06|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-07|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-08|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-09|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-10|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-11|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-12|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-13|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-14|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-15|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-16|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-17|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-18|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-19|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-20|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-21|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-22|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-23|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-24|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-25|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-26|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-27|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-28|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-29|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-30|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
0|2020-03-31|15947.0|0|1423.5|0|8.194928182838721|0|17370.5|0
