|dates|Crook_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crook_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crook_Oregon_UnitedStates.Male_Total_Population.data|Crook_Oregon_UnitedStates.Male_Total_Population.missing|Crook_Oregon_UnitedStates.Female_Total_Population.data|Crook_Oregon_UnitedStates.Female_Total_Population.missing|Crook_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Crook_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5944.0|0|11858.0|0|12009.0|0|4716.0|0
