|dates|Washington_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Texas_UnitedStates.Male_Total_Population.data|Washington_Texas_UnitedStates.Male_Total_Population.missing|Washington_Texas_UnitedStates.Female_Total_Population.data|Washington_Texas_UnitedStates.Female_Total_Population.missing|Washington_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7612.0|0|17230.0|0|17878.0|0|7620.0|0
