|dates|Metcalfe_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Metcalfe_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Metcalfe_Kentucky_UnitedStates.Male_Total_Population.data|Metcalfe_Kentucky_UnitedStates.Male_Total_Population.missing|Metcalfe_Kentucky_UnitedStates.Female_Total_Population.data|Metcalfe_Kentucky_UnitedStates.Female_Total_Population.missing|Metcalfe_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Metcalfe_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1874.0|0|4973.0|0|5057.0|0|2363.0|0
