|dates|Crockett_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crockett_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crockett_Texas_UnitedStates.Male_Total_Population.data|Crockett_Texas_UnitedStates.Male_Total_Population.missing|Crockett_Texas_UnitedStates.Female_Total_Population.data|Crockett_Texas_UnitedStates.Female_Total_Population.missing|Crockett_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Crockett_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|620.0|0|1747.0|0|1752.0|0|857.0|0
