|dates|Coosa_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coosa_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coosa_Alabama_UnitedStates.Male_Total_Population.data|Coosa_Alabama_UnitedStates.Male_Total_Population.missing|Coosa_Alabama_UnitedStates.Female_Total_Population.data|Coosa_Alabama_UnitedStates.Female_Total_Population.missing|Coosa_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Coosa_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2481.0|0|5399.0|0|5316.0|0|1777.0|0
