|dates|DukesandNantucket_Massachusetts_UnitedStates.BLS_EmployedPopulation.data|DukesandNantucket_Massachusetts_UnitedStates.BLS_EmployedPopulation.missing|DukesandNantucket_Massachusetts_UnitedStates.BLS_UnemployedPopulation.data|DukesandNantucket_Massachusetts_UnitedStates.BLS_UnemployedPopulation.missing|DukesandNantucket_Massachusetts_UnitedStates.BLS_UnemploymentRate.data|DukesandNantucket_Massachusetts_UnitedStates.BLS_UnemploymentRate.missing|DukesandNantucket_Massachusetts_UnitedStates.BLS_LaborForcePopulation.data|DukesandNantucket_Massachusetts_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
