|dates|Amelia_Virginia_UnitedStates.BLS_EmployedPopulation.data|Amelia_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Amelia_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Amelia_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Amelia_Virginia_UnitedStates.BLS_UnemploymentRate.data|Amelia_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Amelia_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Amelia_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-02|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-03|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-04|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-05|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-06|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-07|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-08|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-09|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-10|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-11|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-12|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-13|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-14|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-15|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-16|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-17|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-18|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-19|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-20|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-21|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-22|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-23|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-24|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-25|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-26|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-27|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-28|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-29|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-30|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-01-31|6191.5|0|219.5|0|3.423802838870691|0|6411.0|0
0|2020-02-01|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-02|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-03|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-04|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-05|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-06|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-07|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-08|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-09|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-10|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-11|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-12|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-13|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-14|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-15|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-16|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-17|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-18|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-19|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-20|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-21|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-22|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-23|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-24|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-25|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-26|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-27|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-28|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-02-29|6222.5|0|194.0|0|3.0234551546793424|0|6416.5|0
0|2020-03-01|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-02|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-03|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-04|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-05|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-06|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-07|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-08|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-09|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-10|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-11|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-12|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-13|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-14|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-15|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-16|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-17|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-18|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-19|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-20|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-21|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-22|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-23|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-24|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-25|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-26|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-27|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-28|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-29|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-30|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-03-31|6080.0|0|206.5|0|3.2848166706434423|0|6286.5|0
0|2020-04-01|5501.5|0|605.0|0|9.907475640710718|0|6106.5|0
0|2020-04-02|5501.5|0|605.0|0|9.907475640710718|0|6106.5|0
0|2020-04-03|5501.5|0|605.0|0|9.907475640710718|0|6106.5|0
0|2020-04-04|5501.5|0|605.0|0|9.907475640710718|0|6106.5|0
