|dates|Russell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Russell_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Russell_Kentucky_UnitedStates.Male_Total_Population.data|Russell_Kentucky_UnitedStates.Male_Total_Population.missing|Russell_Kentucky_UnitedStates.Female_Total_Population.data|Russell_Kentucky_UnitedStates.Female_Total_Population.missing|Russell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Russell_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3597.0|0|8756.0|0|9065.0|0|4039.0|0
