|dates|NewHaven_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewHaven_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewHaven_Connecticut_UnitedStates.Male_Total_Population.data|NewHaven_Connecticut_UnitedStates.Male_Total_Population.missing|NewHaven_Connecticut_UnitedStates.Female_Total_Population.data|NewHaven_Connecticut_UnitedStates.Female_Total_Population.missing|NewHaven_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|NewHaven_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|148886.0|0|413494.0|0|444126.0|0|173046.0|0
