|dates|Decatur_Indiana_UnitedStates.BLS_EmployedPopulation.data|Decatur_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Decatur_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Decatur_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Decatur_Indiana_UnitedStates.BLS_UnemploymentRate.data|Decatur_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Decatur_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Decatur_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-02|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-03|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-04|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-05|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-06|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-07|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-08|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-09|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-10|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-11|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-12|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-13|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-14|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-15|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-16|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-17|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-18|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-19|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-20|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-21|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-22|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-23|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-24|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-25|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-26|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-27|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-28|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-29|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-30|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-01-31|14487.0|0|480.0|0|3.2070555221487274|0|14967.0|0
0|2020-02-01|14500.0|0|464.5|0|3.1040128303651975|0|14964.5|0
0|2020-02-02|14500.0|0|464.5|0|3.1040128303651975|0|14964.5|0
0|2020-02-03|14500.0|0|464.5|0|3.1040128303651975|0|14964.5|0
