|dates|Haskell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Haskell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Haskell_Texas_UnitedStates.Male_Total_Population.data|Haskell_Texas_UnitedStates.Male_Total_Population.missing|Haskell_Texas_UnitedStates.Female_Total_Population.data|Haskell_Texas_UnitedStates.Female_Total_Population.missing|Haskell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Haskell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1277.0|0|3108.0|0|2705.0|0|1083.0|0
