|dates|Benewah_Idaho_UnitedStates.JHU_ConfirmedCases.data|Benewah_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Benewah_Idaho_UnitedStates.NYT_ConfirmedCases.data|Benewah_Idaho_UnitedStates.NYT_ConfirmedCases.missing|Benewah_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Benewah_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Benewah_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Benewah_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|879.0|0|0.0|100|11.0|0|0.0|100
