|dates|Norton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Norton_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Norton_Kansas_UnitedStates.Male_Total_Population.data|Norton_Kansas_UnitedStates.Male_Total_Population.missing|Norton_Kansas_UnitedStates.Female_Total_Population.data|Norton_Kansas_UnitedStates.Female_Total_Population.missing|Norton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Norton_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1112.0|0|3035.0|0|2395.0|0|1040.0|0
