|dates|Bates_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bates_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bates_Missouri_UnitedStates.Male_Total_Population.data|Bates_Missouri_UnitedStates.Male_Total_Population.missing|Bates_Missouri_UnitedStates.Female_Total_Population.data|Bates_Missouri_UnitedStates.Female_Total_Population.missing|Bates_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Bates_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3164.0|0|8069.0|0|8251.0|0|3805.0|0
