|dates|Brown_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Wisconsin_UnitedStates.Male_Total_Population.data|Brown_Wisconsin_UnitedStates.Male_Total_Population.missing|Brown_Wisconsin_UnitedStates.Female_Total_Population.data|Brown_Wisconsin_UnitedStates.Female_Total_Population.missing|Brown_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39133.0|0|130577.0|0|132801.0|0|62704.0|0
