|dates|Grant_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Indiana_UnitedStates.Male_Total_Population.data|Grant_Indiana_UnitedStates.Male_Total_Population.missing|Grant_Indiana_UnitedStates.Female_Total_Population.data|Grant_Indiana_UnitedStates.Female_Total_Population.missing|Grant_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12674.0|0|31558.0|0|34378.0|0|13607.0|0
