|dates|Blaine_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Blaine_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Blaine_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Blaine_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Blaine_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Blaine_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Blaine_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Blaine_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|21.0|0|0.0|100|0.0|0|0.0|100
