|dates|FairbanksNorthStar_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|FairbanksNorthStar_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|FairbanksNorthStar_Alaska_UnitedStates.Male_Total_Population.data|FairbanksNorthStar_Alaska_UnitedStates.Male_Total_Population.missing|FairbanksNorthStar_Alaska_UnitedStates.Female_Total_Population.data|FairbanksNorthStar_Alaska_UnitedStates.Female_Total_Population.missing|FairbanksNorthStar_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|FairbanksNorthStar_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10204.0|0|53310.0|0|45661.0|0|23861.0|0
