|dates|Hardeman_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Hardeman_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Hardeman_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Hardeman_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Hardeman_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Hardeman_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Hardeman_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Hardeman_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-02|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-03|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-04|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-05|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-06|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-07|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-08|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-09|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-10|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-11|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-12|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-13|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-14|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-15|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-16|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-17|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-18|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-19|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-20|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-21|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-22|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-23|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-24|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-25|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-26|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-27|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-28|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-29|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-30|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-01-31|8988.5|0|570.0|0|5.963278757127164|0|9558.5|0
0|2020-02-01|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-02|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-03|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-04|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-05|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-06|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-07|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-08|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-09|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-10|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-11|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-12|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-13|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-14|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-15|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-16|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-17|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-18|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-19|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-20|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-21|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-22|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-23|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-24|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-25|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-26|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-27|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-28|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-02-29|9037.5|0|532.5|0|5.564263322884012|0|9570.0|0
0|2020-03-01|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-02|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-03|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-04|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-05|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-06|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-07|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-08|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-09|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
0|2020-03-10|8959.5|0|494.0|0|5.2255778283175545|0|9453.5|0
