|dates|Baxter_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baxter_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baxter_Arkansas_UnitedStates.Male_Total_Population.data|Baxter_Arkansas_UnitedStates.Male_Total_Population.missing|Baxter_Arkansas_UnitedStates.Female_Total_Population.data|Baxter_Arkansas_UnitedStates.Female_Total_Population.missing|Baxter_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Baxter_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12860.0|0|20096.0|0|21523.0|0|7384.0|0
