|dates|OutofMD_Maryland_UnitedStates.AveragePrecipitationTotal.data|OutofMD_Maryland_UnitedStates.AveragePrecipitationTotal.missing|OutofMD_Maryland_UnitedStates.AveragePrecipitation.data|OutofMD_Maryland_UnitedStates.AveragePrecipitation.missing|OutofMD_Maryland_UnitedStates.AverageWindDirection.data|OutofMD_Maryland_UnitedStates.AverageWindDirection.missing|OutofMD_Maryland_UnitedStates.AverageWindSpeed.data|OutofMD_Maryland_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
