|dates|Wasatch_Utah_UnitedStates.AveragePrecipitationTotal.data|Wasatch_Utah_UnitedStates.AveragePrecipitationTotal.missing|Wasatch_Utah_UnitedStates.AveragePrecipitation.data|Wasatch_Utah_UnitedStates.AveragePrecipitation.missing|Wasatch_Utah_UnitedStates.AverageWindDirection.data|Wasatch_Utah_UnitedStates.AverageWindDirection.missing|Wasatch_Utah_UnitedStates.AverageWindSpeed.data|Wasatch_Utah_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|209.0|0|9.0|0
