|dates|Teton_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Teton_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Teton_Montana_UnitedStates.Male_Total_Population.data|Teton_Montana_UnitedStates.Male_Total_Population.missing|Teton_Montana_UnitedStates.Female_Total_Population.data|Teton_Montana_UnitedStates.Female_Total_Population.missing|Teton_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Teton_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1398.0|0|3032.0|0|3130.0|0|1500.0|0
