|dates|Douglas_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Nevada_UnitedStates.Male_Total_Population.data|Douglas_Nevada_UnitedStates.Male_Total_Population.missing|Douglas_Nevada_UnitedStates.Female_Total_Population.data|Douglas_Nevada_UnitedStates.Female_Total_Population.missing|Douglas_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13808.0|0|24356.0|0|24111.0|0|7917.0|0
