|dates|Schuylkill_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Schuylkill_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Schuylkill_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Schuylkill_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Schuylkill_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Schuylkill_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Schuylkill_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Schuylkill_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-02|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-03|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-04|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-05|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-06|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-07|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-08|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-09|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-10|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-11|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-12|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-13|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-14|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-15|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-16|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-17|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-18|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-19|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-20|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-21|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-22|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-23|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-24|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-25|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-26|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-27|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-28|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-29|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-30|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-01-31|62891.0|0|4033.5|0|6.026940806431128|0|66924.5|0
0|2020-02-01|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-02|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-03|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-04|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-05|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-06|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-07|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
0|2020-02-08|62751.0|0|4038.5|0|6.046609122691441|0|66789.5|0
